,SwissProt1,SwissProt2
83608,P10636,P10636
83630,P49768,P10636
83671,Q5S007,P10636
83793,O60260,P10645
83988,Q9UGJ0,P10768
84008,O60260,P10809
84046,P01023,P10809
84057,P04156,P10809
84058,P04156,P10809
84155,P35637,P10809
84159,P37840,P10809
84192,P55072,P10809
84299,Q5S007,P10809
84359,Q99497,P10809
84421,Q9UGJ0,P10809
84456,P43354,P10826
84509,P35637,P10827
84510,P35637,P10827
84636,P37231,P10909
84644,Q04656,P10909
84649,Q6ZW49,P10909
84860,O60260,P11021
84887,P00441,P11021
84888,P00441,P11021
84889,P00441,P11021
84890,P00441,P11021
84895,P01023,P11021
84907,P04156,P11021
84908,P04156,P11021
84912,P04626,P11021
85006,P35637,P11021
85040,P55072,P11021
85093,Q13148,P11021
85139,Q30201,P11021
85284,Q9UGJ0,P11021
85461,O60260,P11142
85496,P00441,P11142
85511,P04626,P11142
85536,P09936,P11142
85537,P09936,P11142
85540,P10636,P11142
85541,P10636,P11142
85613,P35637,P11142
85616,P37840,P11142
85629,P42858,P11142
85720,Q13148,P11142
85769,Q5S007,P11142
85770,Q5S007,P11142
85888,Q9NQ11,P11142
85907,Q9UGJ0,P11142
86073,P42858,P11171
86149,P01023,P11172
86157,P49768,P11172
86164,Q6ZW49,P11172
86268,P20226,P11177
86377,Q9UGJ0,P11177
86383,O60260,P11182
86449,Q5S007,P11216
86505,Q9UGJ0,P11217
86721,P10636,P11277
86770,Q9NQ11,P11279
86800,Q5S007,P11308
86920,Q9UGJ0,P11310
87082,P55072,P11387
87115,Q13148,P11387
87351,O95292,P11441
87434,P37231,P11473
87484,Q9HBA0,P11473
87490,O60260,P11474
87570,P01023,P11511
87681,P22314,P11586
87682,P22314,P11586
87683,P22314,P11586
87691,P35637,P11586
87759,Q9UGJ0,P11586
87785,P55072,P11686
87803,P00749,P11717
87904,P09936,P11802
87951,P37840,P11802
87952,P37840,P11802
87953,P37840,P11802
87975,P55072,P11802
87996,Q13148,P11802
88384,P22314,P11940
88447,Q13148,P11940
88484,Q6Y7W6,P11940
88572,Q9UGJ0,P11940
88618,O60260,P12004
88642,P00441,P12004
88765,P35637,P12004
88807,P51587,P12004
88901,Q5S007,P12004
88982,Q9UGJ0,P12004
89049,Q9UGJ0,P12035
89068,P42858,P12074
89155,O60260,P12235
89202,Q5S007,P12235
89237,P01023,P12236
89334,Q9UGJ0,P12236
89365,O60260,P12268
89425,Q9UGJ0,P12268
89465,P42858,P12270
89466,P42858,P12270
89492,Q5S007,P12270
89525,O60260,P12273
89573,P35637,P12277
89704,P01023,P12532
89723,P01023,P12544
90048,P49768,P12814
90049,P49768,P12814
90053,P55072,P12814
90089,Q16595,P12814
90090,Q16595,P12814
90208,P37231,P12830
90216,P49768,P12830
90217,P49768,P12830
90218,P49768,P12830
90440,P04626,P12931
90441,P04626,P12931
90442,P04626,P12931
90443,P04626,P12931
90444,P04626,P12931
90574,P21917,P12931
90919,Q9HBA0,P12931
90920,Q9HBA0,P12931
91021,O60260,P12956
91193,P42858,P12956
91228,P55072,P12956
91295,Q13148,P12956
91344,Q6ZW49,P12956
91448,Q9UGJ0,P12956
91611,P37231,P13010
91666,Q13148,P13010
91746,Q9UGJ0,P13010
91926,P03950,P13385
91927,P03950,P13385
91945,P00441,P13473
91952,P09936,P13473
91953,P09936,P13473
91961,P37840,P13473
91962,P37840,P13473
91986,P03950,P13489
91987,P03950,P13489
92247,P04156,P13591
92251,P09936,P13591
92252,P09936,P13591
92277,Q9NQ11,P13598
92278,Q9NQ11,P13598
92489,P35637,P13639
92547,Q13148,P13639
92578,Q5S007,P13639
92619,Q96QT4,P13639
92623,Q99497,P13639
92656,Q9UGJ0,P13639
92799,Q9UGJ0,P13645
92889,Q9UGJ0,P13646
93032,Q9UGJ0,P13647
93040,O60260,P13667
93111,P35637,P13671
93139,Q16637,P13674
93632,P49768,P13804
93667,Q9UGJ0,P13804
93827,P00441,P13861
93862,P22314,P13861
93902,P55072,P13861
93933,Q04656,P13861
94000,Q9UGJ0,P13861
94019,P42858,P13929
94026,Q14203,P13929
94075,P20226,P13984
94076,P20226,P13984
94129,P42858,P13987
94161,Q99497,P13994
94173,Q5S007,P13995
94235,P42858,P14136
94238,P49768,P14136
94312,Q9UGJ0,P14136
94513,O60260,P14314
94653,P00441,P14324
94951,Q01959,P14416
94952,Q01959,P14416
94953,Q01959,P14416
94960,P00749,P14543
95001,P09936,P14555
95167,P22314,P14618
95181,P35637,P14618
95188,P42858,P14618
95212,P55072,P14618
95278,Q16637,P14618
95279,Q16637,P14618
95285,Q5S007,P14618
95370,Q9UGJ0,P14618
95416,O60260,P14625
95449,P04626,P14625
95492,P35637,P14625
95496,P37840,P14625
95581,Q99497,P14625
95609,Q9UGJ0,P14625
95680,P55072,P14635
95711,Q14203,P14635
95920,Q16637,P14678
95921,Q16637,P14678
95922,Q16637,P14678
95923,Q16637,P14678
95928,Q6Y7W6,P14678
96157,P42858,P14854
96206,P20226,P14859
96289,P35637,P14866
96377,Q9UGJ0,P14866
96405,P00441,P14868
96498,Q9UGJ0,P14868
96651,P04626,P14923
96652,P04626,P14923
96707,P49768,P14923
96732,Q13148,P14923
96799,Q9UGJ0,P14923
97206,P20226,P15170
97438,P22314,P15259
97538,P04626,P15309
97612,P22314,P15311
98059,P04626,P15498
98060,P04626,P15498
98505,P55072,P15735
98605,O60260,P15880
98630,P04626,P15880
98680,P37840,P15880
98774,Q13148,P15880
98805,Q16637,P15880
98806,Q16637,P15880
98810,Q5S007,P15880
98879,Q9UGJ0,P15880
98896,P04626,P15882
98926,O60260,P15884
98972,P35637,P15884
98973,P37231,P15884
98984,P49768,P15884
99146,P35637,P15923
99268,P55072,P15924
99285,Q13148,P15924
99344,Q9UGJ0,P15924
99422,P51587,P15927
99508,P04626,P15941
99631,P49768,P16066
99774,Q6ZW49,P16104
99826,P04626,P16144
99911,Q9UGJ0,P16152
100029,P42858,P16220
100031,P43354,P16220
100120,Q96Q42,P16220
100209,P01023,P16278
100222,P55072,P16278
100281,P00441,P16298
100428,P04626,P16333
100465,P21917,P16333
100466,P21917,P16333
100467,P21917,P16333
100738,Q13148,P16402
100756,O60260,P16403
100890,Q9UGJ0,P16403
101071,P04626,P16520
101133,P04626,P16591
101134,P04626,P16591
101177,P04626,P16615
101226,Q5S007,P16615
101249,Q9UGJ0,P16615
101272,P37231,P16671
101274,P42858,P16671
101316,P00441,P16871
101359,P35637,P16871
101455,P04626,P16885
101456,P04626,P16885
101457,P04626,P16885
101587,P55072,P16949
101612,O60260,P16989
101665,Q13148,P16989
101689,Q6ZW49,P16989
102095,P42858,P17096
102655,P21675,P17480
102656,P21675,P17480
102783,P20226,P17535
102790,P37231,P17535
103075,O60260,P17600
103100,P37840,P17600
103101,P42858,P17600
103113,Q01959,P17600
103152,P00441,P17612
103172,P10636,P17612
103379,P37231,P17661
103494,P37231,P17676
103495,P37231,P17676
103759,P22314,P17812
103903,O60260,P17844
103983,P35637,P17844
104039,Q13148,P17844
104075,Q16637,P17844
104080,Q5S007,P17844
104182,Q9UGJ0,P17844
104232,P00441,P17858
104258,P20226,P17858
104259,P20226,P17858
104260,P20226,P17858
104261,P20226,P17858
104275,P35637,P17858
104381,Q9UGJ0,P17858
104463,Q6ZW49,P17931
104559,P20226,P17947
104571,P35637,P17947
104691,O60260,P17980
104720,P20226,P17980
104721,P20226,P17980
104722,P20226,P17980
104723,P20226,P17980
104753,P37840,P17980
104754,P37840,P17980
104903,Q9UGJ0,P17980
104943,O60260,P17987
104960,P00441,P17987
105027,P35637,P17987
105053,P55072,P17987
105248,Q9UGJ0,P17987
105708,O60260,P18124
105830,Q13148,P18124
105840,Q16637,P18124
105917,P00441,P18146
106166,Q9UQN3,P18146
106192,O95292,P18206
106235,P55072,P18206
106351,Q5S007,P18440
106437,P55072,P18583
106538,P37840,P18621
106569,Q13148,P18621
106580,Q99497,P18621
106631,Q14203,P18669
106632,Q14203,P18669
106732,Q9UGJ0,P18754
107115,P41219,P19012
107171,P09936,P19013
107281,P42858,P19086
107307,O60260,P19105
107346,Q5S007,P19105
107350,Q6ZW49,P19105
107395,O60260,P19174
107430,P04626,P19174
107431,P04626,P19174
107432,P04626,P19174
107433,P04626,P19174
107469,P10636,P19174
107651,Q96QT4,P19174
107652,Q96QT4,P19174
107731,P55072,P19235
107923,P37840,P19338
107979,Q13148,P19338
108014,Q5S007,P19338
108054,Q99497,P19338
108090,Q9UGJ0,P19338
108107,O60260,P19367
108153,Q5S007,P19367
108614,P42858,P19404
108659,P37840,P19419
108674,Q16143,P19419
108745,P09936,P19438
109050,P55072,P19474
109222,Q9UGJ0,P19525
109249,P55072,P19532
109351,Q9UGJ0,P19623
109426,P04156,P19784
109743,P20226,P19793
109744,P20226,P19793
109766,P35637,P19793
109767,P35637,P19793
109770,P37231,P19793
109771,P37231,P19793
109772,P37231,P19793
109773,P37231,P19793
109774,P37231,P19793
109777,P43354,P19793
109778,P43354,P19793
109779,P43354,P19793
109853,Q16637,P19793
109854,Q16637,P19793
109855,Q16637,P19793
109885,Q9HBA0,P19793
110289,P03950,P19883
110309,O60260,P19961
110320,O60260,P20020
110427,Q6ZW49,P20042
110444,Q6ZW49,P20062
110454,P01023,P20073
110478,P55072,P20073
110553,P01023,P20160
110617,P20226,P20226
110618,P20226,P20226
110619,P20226,P20226
110620,P20226,P20226
110621,P20226,P20226
110622,P20226,P20226
110623,P20226,P20226
110624,P20226,P20226
110630,P21675,P20226
110825,P21675,P20248
110842,P51587,P20248
111119,P01023,P20336
111129,P49768,P20336
111146,Q99497,P20336
111225,Q99497,P20338
111289,Q96Q42,P20339
111296,Q9NQ11,P20339
111325,Q14203,P20340
111405,Q6ZW49,P20585
111463,O60260,P20618
111664,P42858,P20674
111665,P42858,P20674
111708,O60260,P20700
111765,P41219,P20700
111818,Q5S007,P20700
111910,P20226,P20749
112150,P04156,P20916
112271,P04626,P20936
112272,P04626,P20936
112273,P04626,P20936
112352,P42858,P20936
112353,P42858,P20936
112527,Q9UGJ0,P21108
112922,P01023,P21281
112955,P22314,P21281
113011,P55072,P21281
113054,Q13867,P21281
113055,Q13867,P21281
113056,Q13867,P21281
113057,Q13867,P21281
113208,P00441,P21283
113458,P49768,P21333
113459,P49768,P21333
113465,P51587,P21333
113466,P51587,P21333
113467,P51587,P21333
113468,P51587,P21333
113622,P55072,P21359
113652,P01023,P21397
113759,P42858,P21579
114049,P20226,P21675
114050,P20226,P21675
114051,P20226,P21675
114053,P21675,P21675
114054,P21675,P21675
114264,O60260,P21796
114270,P01023,P21796
114304,P37840,P21796
114305,P37840,P21796
114309,P42858,P21796
114310,P42858,P21796
114358,Q5S007,P21796
114518,P04626,P21860
114519,P04626,P21860
114520,P04626,P21860
114521,P04626,P21860
114650,Q16595,P21912
114678,P21917,P21917
114679,P21917,P21917
114755,P55072,P21964
114780,P01023,P21980
114781,P01023,P21980
114815,P28799,P21980
114816,P28799,P21980
114822,P42858,P21980
114931,O95292,P22059
115087,P20226,P22087
115118,P55072,P22087
115163,Q13148,P22087
115204,Q16637,P22087
115363,Q5S007,P22090
115504,Q9UGJ0,P22102
115568,P35637,P22234
115630,P01023,P22301
115631,P01023,P22301
115749,P00441,P22314
115787,P22314,P22314
115788,P22314,P22314
116044,O60260,P22392
116106,P55072,P22392
116333,P22314,P22557
116334,P22314,P22557
116335,P22314,P22557
116336,P22314,P22557
116337,P22314,P22557
116458,O60260,P22626
116581,Q13148,P22626
116602,Q16637,P22626
116603,Q16637,P22626
116687,Q9UGJ0,P22626
116800,P04626,P22681
117167,P37840,P22695
117170,P42858,P22695
117171,P42858,P22695
117237,Q9UGJ0,P22695
117299,P37231,P22736
117349,Q9UQN3,P22736
117358,P42858,P22748
117593,P20226,P23193
117668,O60260,P23246
117736,P35637,P23246
117738,P43354,P23246
117786,Q16637,P23246
117787,Q16637,P23246
117815,Q99497,P23246
117850,Q9UGJ0,P23246
117864,O60260,P23258
117916,Q5S007,P23258
117958,Q9UGJ0,P23258
117987,O95292,P23284
117988,P00441,P23284
118021,P37840,P23284
118222,Q9UGJ0,P23381
118378,P37840,P23396
118419,P55072,P23396
118518,Q13148,P23396
118566,Q5S007,P23396
118612,Q99497,P23396
118685,Q9UGJ0,P23396
118792,P42858,P23443
118878,P04626,P23458
118879,P04626,P23458
119034,P04626,P23467
119097,P04626,P23470
119166,Q5S007,P23497
119231,P09936,P23508
119308,P55072,P23508
119499,P00441,P23526
119534,P35637,P23526
119640,Q9UGJ0,P23526
119716,P35637,P23528
119721,P49768,P23528
119722,P49768,P23528
119803,Q99497,P23528
119822,Q9UGJ0,P23528
119855,O60260,P23588
119900,Q5S007,P23588
119924,P42858,P23610
119925,P42858,P23610
119964,P35637,P23743
119986,P20226,P23760
119990,P21675,P23760
120007,O95292,P23763
120178,Q9UGJ0,P23921
120228,P01023,P24158
120342,P21675,P24385
120343,P21675,P24385
120344,P21675,P24385
120658,O95292,P24534
120801,Q9UGJ0,P24534
120985,P00441,P24752
121079,Q9UGJ0,P24752
121101,Q5S007,P24844
121102,Q5S007,P24844
121214,O60260,P24864
121260,P51587,P24864
121441,P35637,P24928
121484,P55072,P24928
121837,P51587,P24941
121898,Q5S007,P24941
122024,O43464,P25054
122052,P21675,P25054
122176,P37840,P25098
122250,Q9NQ11,P25106
122275,Q9NQ11,P25116
122406,Q14203,P25205
122420,Q5S007,P25205
122471,Q9UGJ0,P25205
122495,P20226,P25208
122496,P20226,P25208
122840,P28799,P25490
122938,O60260,P25685
122951,P01023,P25685
123010,P37840,P25685
123013,P42858,P25685
123014,P42858,P25685
123147,P04626,P25686
123153,P42858,P25686
123181,O60260,P25705
123197,P01023,P25705
123256,P35637,P25705
123261,P37840,P25705
123327,Q13148,P25705
123356,Q5S007,P25705
123424,Q9UGJ0,P25705
123482,O60260,P25786
123716,O60260,P25787
123903,O60260,P25788
123923,P04156,P25788
123924,P04156,P25788
124143,O60260,P25789
124151,P00441,P25789
124169,P22314,P25789
124249,P55072,P25789
124498,Q9NQ11,P25929
124499,Q9NQ11,P25929
124691,P55072,P25963
124692,P55072,P25963
124997,P04626,P26045
125087,P55072,P26196
125104,Q13148,P26196
125167,Q9UGJ0,P26196
125318,P20226,P26367
125319,P21675,P26367
125479,Q13148,P26368
125519,Q6Y7W6,P26368
125569,Q9UGJ0,P26368
125638,O60260,P26373
125693,P55072,P26373
125718,Q13148,P26373
125736,Q16637,P26373
125737,Q16637,P26373
125958,P49768,P26583
126048,P35637,P26599
126086,Q13148,P26599
126127,Q99497,P26599
126176,P00441,P26639
126261,Q9UGJ0,P26639
126262,Q9UGJ0,P26639
126263,Q9UGJ0,P26639
126286,P00441,P26640
126363,Q9UGJ0,P26640
126547,P35637,P26641
126622,Q13148,P26641
126654,Q5S007,P26641
126785,Q9UGJ0,P26641
126873,P00441,P26885
127061,Q16637,P27105
127172,P04626,P27348
127191,P10636,P27348
127192,P10636,P27348
127193,P10636,P27348
127252,P35637,P27348
127289,P55072,P27348
127481,O95292,P27361
127482,P00441,P27361
127618,P37840,P27361
127660,P55072,P27361
127855,P10636,P27448
127933,O60260,P27482
128090,Q13148,P27635
128098,Q16637,P27635
128239,P51587,P27694
128240,P51587,P27694
128241,P51587,P27694
128310,Q6ZW49,P27694
128378,Q9UGJ0,P27694
128518,O43464,P27708
128569,P20226,P27708
128572,P22314,P27708
128629,P55072,P27708
128686,Q13867,P27708
128823,Q9UGJ0,P27708
128868,O60260,P27797
128874,P00441,P27797
128938,P37840,P27797
129000,Q99497,P27797
129067,Q13148,P27816
129131,P04626,P27824
129182,P37840,P27824
129201,P55072,P27824
129202,P55072,P27824
129252,Q99497,P27824
129268,Q9HBA0,P27824
129279,Q9UGJ0,P27824
129397,P04626,P27986
129398,P04626,P27986
129399,P04626,P27986
129400,P04626,P27986
129401,P04626,P27986
129644,P37231,P27986
129664,P42858,P27986
130051,O60260,P28066
130277,O60260,P28070
130441,O60260,P28072
130592,O60260,P28074
130952,P42858,P28331
130953,P42858,P28331
131061,Q5S007,P28340
131149,P20226,P28360
131150,P20226,P28360
131151,P21675,P28360
131216,P55072,P28370
131268,O60260,P28482
131327,P10636,P28482
131462,P55072,P28482
131463,P55072,P28482
131741,P37231,P28702
131742,P43354,P28702
131743,P43354,P28702
131832,P21675,P28749
131833,P21675,P28749
132166,P20226,P29083
132214,P20226,P29084
132215,P20226,P29084
132712,P04626,P29353
132713,P04626,P29353
132714,P04626,P29353
132715,P04626,P29353
132716,P04626,P29353
132717,P04626,P29353
132718,P04626,P29353
132719,P04626,P29353
133064,P20226,P29375
133121,Q16637,P29400
133122,Q16637,P29400
133123,Q16637,P29400
133151,P35637,P29401
133239,O60260,P29466
133261,P49768,P29466
133303,P01023,P29474
133317,P49768,P29474
133564,Q5S007,P29590
133740,P00441,P29692
133785,P42858,P29692
133833,Q5S007,P29692
133874,Q9UGJ0,P29692
133935,O60260,P29966
134148,Q6ZW49,P30041
134215,Q99497,P30044
134232,Q9UGJ0,P30046
134393,Q9UGJ0,P30048
134431,P42858,P30049
134458,O60260,P30050
134498,P35637,P30050
134529,Q13148,P30050
134547,Q5S007,P30050
134554,Q6ZW49,P30050
134601,Q9UGJ0,P30050
134679,Q9UGJ0,P30084
134684,P00441,P30085
134826,P35637,P30101
134928,P04626,P30153
134997,P55072,P30153
135083,Q5S007,P30153
135084,Q5S007,P30153
135278,P55072,P30260
135299,Q6ZW49,P30260
135509,Q6ZW49,P30291
135670,P00441,P30405
135771,P12821,P30411
135841,P04626,P30443
135848,P55072,P30443
135980,P35637,P30480
136013,P55072,P30480
136055,Q13148,P30480
136202,P01023,P30519
136252,Q9UGJ0,P30520
136282,P42858,P30531
136330,Q92673,P30533
136331,Q92673,P30533
136460,Q9UGJ0,P30566
136503,Q9UGJ0,P30613
136531,Q14203,P30622
136532,Q14203,P30622
136533,Q14203,P30622
136534,Q14203,P30622
136573,P37840,P30626
136638,P22314,P30793
136639,P22314,P30793
136640,P22314,P30793
136962,P55072,P30876
136995,Q14203,P30876
137178,P55072,P31040
137238,Q9UGJ0,P31040
137268,P00441,P31150
137300,P49768,P31150
137441,P35637,P31153
137473,Q9UGJ0,P31153
137708,P00441,P31350
137963,O60260,P31689
137983,P04626,P31689
138023,P37840,P31689
138026,P42858,P31689
138027,P42858,P31689
138092,Q5S007,P31689
138093,Q5S007,P31689
138099,Q6ZW49,P31689
138160,Q9UGJ0,P31689
138254,P10636,P31749
138305,P37840,P31749
138315,P42858,P31749
138372,Q16143,P31749
138379,Q5S007,P31749
138380,Q5S007,P31749
138497,Q5S007,P31751
138574,P19404,P31930
138582,P42858,P31930
138583,P42858,P31930
138653,P22314,P31939
138712,Q9UGJ0,P31939
138725,O60260,P31942
138767,P55072,P31942
138795,Q16637,P31942
138796,Q16637,P31942
138803,Q5S007,P31942
138860,Q9UGJ0,P31942
138885,O60260,P31943
138939,P35637,P31943
138958,P55072,P31943
138984,Q13148,P31943
139008,Q16637,P31943
139009,Q16637,P31943
139089,Q9UGJ0,P31943
139103,O60260,P31944
139207,P10636,P31946
139277,P42858,P31946
139301,P55072,P31946
139382,Q5S007,P31946
139383,Q5S007,P31946
139571,Q13148,P31947
139682,P04156,P31948
139732,P22314,P31948
139733,P22314,P31948
139734,P22314,P31948
139735,P22314,P31948
139736,P22314,P31948
139779,P42858,P31948
139878,Q5S007,P31948
140050,P01023,P32119
140103,P49768,P32119
140165,Q99497,P32119
140196,Q9UGJ0,P32119
140219,O60260,P32121
140220,O60260,P32121
140249,P21917,P32121
140384,Q9NQ11,P32239
140407,P28799,P32242
140594,P35637,P32322
140609,Q5S007,P32322
140623,Q9UGJ0,P32322
140903,P22314,P32929
140904,P22314,P32929
140905,P22314,P32929
140906,P22314,P32929
141015,P35637,P32969
141071,Q13148,P32969
141083,Q5S007,P32969
141122,Q9UGJ0,P32969
141164,O60260,P33121
141285,Q14203,P33176
141340,Q9UGJ0,P33176
141416,P01023,P33260
141417,P01023,P33260
141420,P49768,P33260
141560,Q5S007,P33778
141591,P04626,P33947
141607,P55072,P33981
141616,Q5S007,P33981
141746,Q9UGJ0,P33991
141912,Q9UGJ0,P33992
141931,O60260,P33993
142155,Q9UGJ0,P33993
142335,Q9UGJ0,P34896
142425,Q9UGJ0,P34897
142471,O60260,P34931
142640,Q9UGJ0,P34931
142700,O60260,P34932
142746,P00441,P34932
142747,P00441,P34932
142758,P04626,P34932
142788,P10636,P34932
142831,P20226,P34932
142835,P22314,P34932
142901,P37840,P34932
142912,P42858,P34932
142962,P55072,P34932
143014,Q04656,P34932
143035,Q13148,P34932
143090,Q5S007,P34932
143212,Q9BXM7,P34932
143423,Q9UGJ0,P35030
143437,P04626,P35070
143569,P04626,P35221
143622,P49768,P35221
143624,P55072,P35221
143764,P04626,P35222
143765,P04626,P35222
143779,P09936,P35222
143946,P42858,P35222
143947,P42858,P35222
143964,P49768,P35222
143965,P49768,P35222
143966,P49768,P35222
144090,Q5S007,P35222
144091,Q5S007,P35222
144165,Q9NP95,P35222
144388,P37231,P35228
144393,P55072,P35228
144439,P04626,P35232
144475,P35637,P35232
144521,Q5S007,P35232
144539,Q99497,P35232
144591,P00749,P35237
144622,P04626,P35240
144632,P21675,P35240
144837,P05164,P35247
144852,O60260,P35249
144959,Q13148,P35249
144970,Q6ZW49,P35249
145090,Q6ZW49,P35250
145246,O60260,P35268
145310,P55072,P35268
145340,Q13148,P35268
145416,Q9UGJ0,P35268
145443,P20226,P35269
145445,P21675,P35269
145446,P21675,P35269
145447,P21675,P35269
145479,Q99497,P35269
145602,Q5S007,P35354
145707,P49768,P35498
145879,Q9UGJ0,P35527
146004,P42858,P35556
146055,P04626,P35568
146056,P04626,P35568
146057,P04626,P35568
146298,P12821,P35579
146299,P12821,P35579
146374,Q13148,P35579
146417,Q96QT4,P35579
146418,Q96QT4,P35579
146419,Q96QT4,P35579
146420,Q96QT4,P35579
146444,Q9UGJ0,P35579
146499,P35637,P35580
146550,Q96QT4,P35580
146551,Q96QT4,P35580
146671,P55072,P35606
146736,Q99497,P35606
146772,Q9UGJ0,P35606
146804,P03950,P35609
146805,P03950,P35609
146806,P03950,P35609
146936,P55072,P35611
147000,P55072,P35613
147029,Q9UGJ0,P35613
147061,O60260,P35637
147104,P22314,P35637
147117,P35637,P35637
147118,P35637,P35637
147119,P35637,P35637
147239,Q9UGJ0,P35637
147796,Q9UGJ0,P35908
147937,O60260,P35998
147966,P10636,P35998
147991,P20226,P35998
147992,P20226,P35998
147993,P20226,P35998
147997,P22314,P35998
148029,P42858,P35998
148290,Q9UGJ0,P36404
148495,P20226,P36508
148496,P20226,P36508
148497,P20226,P36508
148525,O60260,P36542
148536,P00441,P36542
148548,P04626,P36542
148734,Q9UQN3,P36542
148770,P00441,P36543
148941,O60260,P36575
148963,O60260,P36578
149020,P35637,P36578
149028,P42858,P36578
149090,Q13148,P36578
149167,Q99497,P36578
149246,P01023,P36776
149247,P01023,P36776
149331,Q9UGJ0,P36776
149349,P35637,P36871
149356,Q6ZW49,P36871
149376,Q9UGJ0,P36871
149462,Q6ZW49,P36873
149489,Q9UGJ0,P36873
149975,O60733,P36956
150058,P01023,P36957
150093,P42858,P36957
150441,P55072,P37198
150462,Q5S007,P37198
150522,P04156,P37231
150554,P37231,P37231
150555,P37231,P37231
150556,P37231,P37231
150557,P37231,P37231
150845,P55072,P37837
150868,Q99497,P37837
150886,O60260,P37840
150887,O60260,P37840
150909,P10636,P37840
150932,P37840,P37840
150933,P37840,P37840
150934,P37840,P37840
150935,P37840,P37840
150958,Q01959,P37840
150959,Q01959,P37840
150971,Q16143,P37840
150972,Q16143,P37840
150973,Q5S007,P37840
150982,Q99497,P37840
150983,Q99497,P37840
150984,Q9BXM7,P37840
151012,P42858,P38117
151071,P35637,P38159
151072,P35637,P38159
151098,Q13148,P38159
151294,P51587,P38398
151295,P51587,P38398
151308,P55072,P38398
151484,P55072,P38432
151504,Q16637,P38432
151505,Q16637,P38432
151620,P01023,P38606
151690,Q13867,P38606
151696,Q16637,P38606
151697,Q16637,P38606
151756,O60260,P38646
151845,P35637,P38646
151945,Q5S007,P38646
151946,Q5S007,P38646
152069,Q9UGJ0,P38646
152206,Q9UGJ0,P38919
152253,P01023,P38936
152383,P55072,P38936
152498,O60260,P39019
152594,Q5S007,P39019
152789,Q13148,P39023
152817,Q5S007,P39023
152932,Q9UGJ0,P39023
152970,P35637,P39060
153017,O95292,P39656
153020,P01023,P39656
153227,Q6ZW49,P39748
153332,P04626,P40189
153333,P04626,P40189
153540,P22314,P40227
153559,P35637,P40227
153567,P42858,P40227
153593,P55072,P40227
153769,Q9UGJ0,P40227
153904,P09936,P40337
154038,Q14203,P40337
154128,Q9UQN3,P40337
154158,P00749,P40424
154384,Q13148,P40429
154570,P21675,P40692
154713,P04626,P40763
154714,P04626,P40763
154715,P04626,P40763
155238,Q9UQN3,P40818
155354,O60260,P40925
155374,P35637,P40925
155396,Q99497,P40925
155414,O60260,P40926
155436,P00441,P40926
155517,P35637,P40926
155655,Q9UGJ0,P40926
155764,P55072,P40937
155874,P55072,P40938
155931,O95292,P40939
155955,P42858,P40939
156033,Q9UGJ0,P40939
156094,Q13148,P41091
